Resume ID,Job Title,Match Score,Matched Skills,Missing Skills
0_r1,Backend Developer,46.1,['Java'],['R']
0_r1,Backend Developer,46.07,['Java'],"['SQL', 'AWS', 'MySQL', 'R']"
0_r1,Backend Developer,46.06,[],"['SQL', 'Git', 'Django', 'MySQL', 'R']"
0_r1,Software Engineer,46.06,['Java'],"['SQL', 'Docker', 'Kubernetes', 'Git', 'Excel', 'MySQL', 'R']"
0_r1,Node js developer,46.06,['Java'],"['Git', 'MongoDB', 'R']"
0_r1,DevOps Engineer,46.06,['Python'],"['AWS', 'Linux', 'Excel', 'R']"
0_r1,Murex Data Management Business Analyst,46.05,"['Python', 'Java']","['SQL', 'Excel', 'R']"
0_r1,"Business Analyst, Performance",46.05,[],['R']
0_r1,Data Analyst,46.04,['Python'],"['SQL', 'Excel', 'R']"
0_r1,Java Developer,46.04,['Java'],"['AWS', 'Excel', 'R']"
0_r1,Tech Support Agent - Remote US,46.04,[],"['Git', 'R']"
0_r1,Java Developer,46.03,['Java'],"['SQL', 'Git', 'Excel', 'R']"
0_r1,Software Engineer,46.03,['Python'],"['SQL', 'AWS', 'Excel', 'R']"
0_r1,JavaScript Developer,46.01,['Java'],"['SQL', 'AWS', 'Excel', 'MySQL', 'R']"
0_r1,Wordpress Developer,46.01,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,DevOps Engineer,45.98,[],['R']
0_r1,Java Developer,45.97,['Java'],"['SQL', 'Linux', 'R']"
0_r1,Django Developer,45.95,"['Python', 'Java']","['SQL', 'Git', 'Excel', 'Flask', 'Django', 'R']"
0_r1,Software Engineer,45.93,"['Python', 'Java', 'C++']","['SQL', 'Linux', 'Git', 'R']"
0_r1,Backend Developer,45.93,"['Python', 'C++']","['Linux', 'R']"
0_r1,Django Developer,45.93,['Python'],"['SQL', 'Git', 'Django', 'MySQL', 'R']"
0_r1,Django Developer,45.92,['Python'],"['SQL', 'AWS', 'Git', 'Django', 'MySQL', 'R']"
0_r1,Java Developer,45.91,['Java'],"['SQL', 'R']"
0_r1,Machine Learning,45.91,['Python'],"['SQL', 'R']"
0_r1,Data Entry Specialist,45.9,[],"['Excel', 'R']"
0_r1,Wordpress Developer,45.88,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,AppleCare Support Business Analyst,45.87,['Python'],"['SQL', 'Excel', 'Tableau', 'R']"
0_r1,ERP Data Analyst- NEW,45.85,[],"['SQL', 'Power BI', 'Excel', 'Tableau', 'ETL', 'R']"
0_r1,Wordpress Developer,45.85,[],['R']
0_r1,"Data & Analytics, Analyst",45.84,['Python'],"['SQL', 'AWS', 'R']"
0_r1,JavaScript Developer,45.84,['Java'],"['SQL', 'Linux', 'MongoDB', 'MySQL', 'R']"
0_r1,Software Engineer,45.84,['Java'],['R']
0_r1,Machine Learning,45.81,['Machine Learning'],"['NLP', 'R']"
0_r1,Backend Developer,45.8,"['Java', 'C++']","['SQL', 'AWS', 'Docker', 'MySQL', 'R']"
0_r1,Sales Specialist,45.79,[],"['Git', 'Excel', 'R']"
0_r1,Software Engineer,45.78,"['Python', 'Java']","['AWS', 'Docker', 'Kubernetes', 'Git', 'R']"
0_r1,Node js developer,45.77,['Java'],"['SQL', 'Linux', 'MongoDB', 'R']"
0_r1,Software Engineer,45.76,"['Python', 'C++']","['Linux', 'Git', 'Excel', 'R']"
0_r1,Data Marketing Analyst,45.74,['Python'],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Full Stack Developer,45.74,['Java'],['R']
0_r1,Django Developer,45.73,"['Python', 'Java']","['Git', 'Flask', 'Django', 'R']"
0_r1,Machine Learning,45.71,"['Python', 'Machine Learning']","['Deep Learning', 'TensorFlow', 'PyTorch', 'Excel', 'NLP', 'ETL', 'R']"
0_r1,"Director / Sr Director, Strategic Operations Management (Product ...",45.71,[],"['Git', 'Excel', 'R']"
0_r1,Data Analyst,45.69,[],"['Excel', 'R']"
0_r1,Full Stack Developer,45.69,['Java'],"['SQL', 'AWS', 'Git', 'MySQL', 'R']"
0_r1,Machine Learning,45.69,"['Python', 'C++', 'Machine Learning']","['Deep Learning', 'TensorFlow', 'R']"
0_r1,Java Developer,45.69,[],['R']
0_r1,Java Developer,45.68,['Java'],"['SQL', 'AWS', 'Linux', 'Git', 'R']"
0_r1,Database Administrator,45.68,[],"['SQL', 'R']"
0_r1,DevOps Engineer,45.68,"['Python', 'Java', 'C++']","['SQL', 'Docker', 'Linux', 'Git', 'R']"
0_r1,Full Stack Developer,45.64,['Java'],"['SQL', 'Linux', 'MySQL', 'R']"
0_r1,Java Developer,45.61,['Java'],"['AWS', 'R']"
0_r1,Node js developer,45.61,['Java'],"['Linux', 'Git', 'Excel', 'MongoDB', 'R']"
0_r1,Backend Developer,45.61,[],"['SQL', 'Excel', 'R']"
0_r1,Machine Learning,45.61,"['Python', 'Java', 'Machine Learning', 'Hadoop', 'Spark']","['Excel', 'NLP', 'R']"
0_r1,IT Project Manager III - Contract to Hire - Fortune Client,45.61,[],['R']
0_r1,Machine Learning,45.59,"['Python', 'Machine Learning', 'Hadoop']","['SQL', 'AWS', 'R']"
0_r1,Software Engineer,45.59,"['Python', 'Java', 'C++']","['SQL', 'Linux', 'Excel', 'R']"
0_r1,216: Data Analyst II,45.58,['Python'],"['SQL', 'Power BI', 'Excel', 'R']"
0_r1,Django Developer,45.56,"['Python', 'Java']","['SQL', 'Flask', 'Django', 'MySQL', 'R']"
0_r1,Data Governance Analyst,45.55,[],['R']
0_r1,Node js developer,45.55,['Java'],"['SQL', 'AWS', 'R']"
0_r1,Backend Developer,45.55,['Java'],"['SQL', 'Linux', 'MySQL', 'R']"
0_r1,Finance Business Analyst,45.54,[],"['Git', 'Power BI', 'Excel', 'ETL', 'R']"
0_r1,Full Stack Developer,45.54,['Java'],"['AWS', 'R']"
0_r1,Backend Developer,45.54,['Java'],"['SQL', 'AWS', 'Docker', 'Kubernetes', 'Git', 'Excel', 'MySQL', 'R']"
0_r1,Software Engineer,45.53,['Python'],"['Linux', 'Git', 'R']"
0_r1,PowerBI Data Analyst,45.5,[],"['SQL', 'AWS', 'Excel', 'R']"
0_r1,"Sr. Business Analyst, Time & Distance Authority",45.48,['Machine Learning'],"['SQL', 'Excel', 'MySQL', 'R']"
0_r1,PHP Developer,45.48,['Java'],"['SQL', 'Git', 'Excel', 'MySQL', 'R']"
0_r1,Software Engineer,45.48,['Java'],"['Excel', 'R']"
0_r1,Automation & Data Visualization Specialist-REMOTE,45.47,"['Python', 'Machine Learning']","['Excel', 'R']"
0_r1,Node js developer,45.46,[],"['SQL', 'Linux', 'Git', 'MongoDB', 'MySQL', 'R']"
0_r1,Machine Learning,45.45,"['Python', 'Hadoop', 'Spark']",['R']
0_r1,Node js developer,45.42,['Java'],"['Git', 'R']"
0_r1,Django Developer,45.42,['Python'],"['SQL', 'Docker', 'Git', 'Excel', 'Django', 'R']"
0_r1,PHP Developer,45.41,['Java'],"['SQL', 'Linux', 'Git', 'Excel', 'MySQL', 'R']"
0_r1,JavaScript Developer,45.4,['Java'],"['Git', 'Excel', 'R']"
0_r1,Data Analyst,45.38,['Python'],"['SQL', 'Git', 'Excel', 'Tableau', 'R']"
0_r1,JavaScript Developer,45.38,['Java'],['R']
0_r1,Business Development Manager - Talent and Technology Solutions,45.38,[],"['Excel', 'R']"
0_r1,Machine Learning,45.35,"['Python', 'Java', 'Machine Learning']","['AWS', 'Git', 'Excel', 'NLP', 'R']"
0_r1,Data & Reporting Analyst,45.31,"['Hadoop', 'Hive']","['SQL', 'Power BI', 'Excel', 'Tableau', 'MySQL', 'R']"
0_r1,Full Stack Developer,45.31,['Python'],"['Django', 'R']"
0_r1,Django Developer,45.3,"['Python', 'Java']","['SQL', 'Excel', 'Django', 'MySQL', 'R']"
0_r1,Project Managers,45.3,[],"['Git', 'Excel', 'R']"
0_r1,PHP Developer,45.28,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,Full Stack Developer,45.26,['Java'],"['SQL', 'MySQL', 'R']"
0_r1,Network Administrator,45.25,[],"['SQL', 'AWS', 'Linux', 'Excel', 'MySQL', 'R']"
0_r1,Database Administrator,45.25,[],"['SQL', 'AWS', 'Excel', 'ETL', 'R']"
0_r1,Database Administrator,45.24,[],"['SQL', 'Excel', 'R']"
0_r1,Full Stack Developer,45.24,"['Python', 'Java']","['SQL', 'Excel', 'ETL', 'R']"
0_r1,Talent Acquisition Coordinator/ Technical Recruiter (100% Remote...,45.24,[],"['Excel', 'R']"
0_r1,Supply Chain Data Analyst,45.23,[],['R']
0_r1,Software Engineer,45.21,"['Python', 'Java', 'C++', 'Machine Learning']","['SQL', 'Excel', 'R']"
0_r1,Django Developer,45.21,['Python'],"['SQL', 'Docker', 'Git', 'Django', 'MySQL', 'R']"
0_r1,Django Developer,45.21,['Python'],"['Django', 'R']"
0_r1,Full Stack Developer,45.2,['Java'],"['SQL', 'R']"
0_r1,Business Analyst,45.19,[],"['Excel', 'R']"
0_r1,"Manager, Data Analytics",45.18,[],"['Git', 'Excel', 'R']"
0_r1,Software Engineer,45.17,['Java'],"['SQL', 'Docker', 'Kubernetes', 'MySQL', 'R']"
0_r1,Software Engineer,45.17,['Java'],"['SQL', 'Excel', 'R']"
0_r1,Full Stack Developer,45.15,[],"['SQL', 'R']"
0_r1,Database Administrator,45.12,[],"['SQL', 'ETL', 'R']"
0_r1,Node js developer,45.11,['Java'],['R']
0_r1,Machine Learning,45.1,"['Python', 'Java', 'C++', 'Machine Learning']","['Deep Learning', 'Excel', 'NLP', 'R']"
0_r1,Backend Developer,45.1,[],"['SQL', 'AWS', 'R']"
0_r1,Database Administrator,45.1,[],"['SQL', 'MongoDB', 'MySQL', 'R']"
0_r1,Node js developer,45.08,[],"['Git', 'R']"
0_r1,Machine Learning,45.07,[],['R']
0_r1,Full Stack Developer,45.06,"['Python', 'Java', 'C++', 'Machine Learning']","['Git', 'R']"
0_r1,"Data Analyst Consultant - DSNY10 (August 4, 2025)",45.05,[],"['Excel', 'Tableau', 'R']"
0_r1,Software Engineer,44.99,"['Python', 'C++']","['SQL', 'R']"
0_r1,Django Developer,44.99,"['Python', 'Java']","['Docker', 'Kubernetes', 'Flask', 'Django', 'ETL', 'R']"
0_r1,Data Analyst (Contractor) - Hybrid,44.97,['Python'],"['SQL', 'Excel', 'R']"
0_r1,DevOps Engineer,44.97,['Java'],"['SQL', 'AWS', 'R']"
0_r1,Backend Developer,44.96,['Java'],"['SQL', 'AWS', 'MySQL', 'R']"
0_r1,Django Developer,44.94,['Python'],"['Docker', 'Kubernetes', 'Git', 'Flask', 'Django', 'R']"
0_r1,Backend Developer,44.94,['Java'],['R']
0_r1,Software Engineer (Remote),44.94,[],"['SQL', 'AWS', 'Git', 'R']"
0_r1,Full Stack Developer,44.93,"['Python', 'Java', 'C++']","['SQL', 'Excel', 'R']"
0_r1,Business Analyst,44.92,[],"['Excel', 'R']"
0_r1,Network Administrator,44.91,[],['R']
0_r1,Full Stack Developer,44.88,['Java'],"['AWS', 'R']"
0_r1,DevOps Engineer,44.88,[],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'R']"
0_r1,Machine Learning,44.87,"['Python', 'Java', 'C++', 'Machine Learning', 'Spark']","['Excel', 'R']"
0_r1,Java Developer,44.87,"['Python', 'Java']","['Git', 'Excel', 'Django', 'R']"
0_r1,DevOps Engineer,44.82,[],"['SQL', 'AWS', 'R']"
0_r1,Django Developer,44.81,['Python'],"['SQL', 'Linux', 'Git', 'Flask', 'Django', 'MySQL', 'R']"
0_r1,Flutter Developer,44.8,[],"['AWS', 'Excel', 'R']"
0_r1,Network Administrator,44.79,[],['R']
0_r1,Wordpress Developer,44.78,[],['R']
0_r1,Software Engineer,44.77,['Java'],"['SQL', 'Excel', 'MongoDB', 'R']"
0_r1,Network Administrator,44.76,[],"['Git', 'R']"
0_r1,Senior Analyst,44.73,[],"['Excel', 'R']"
0_r1,Java Developer,44.73,"['Python', 'Java']","['SQL', 'Git', 'Excel', 'R']"
0_r1,Business Data Analyst,44.72,[],['R']
0_r1,Backend Developer,44.72,[],"['SQL', 'Docker', 'Git', 'R']"
0_r1,Node js developer,44.69,['Java'],"['Git', 'R']"
0_r1,Backend Developer,44.68,['Java'],"['Docker', 'Git', 'Excel', 'R']"
0_r1,Java Developer,44.68,[],"['SQL', 'R']"
0_r1,Machine Learning,44.66,"['Python', 'Java', 'Machine Learning']","['SQL', 'TensorFlow', 'PyTorch', 'AWS', 'MongoDB', 'MySQL', 'R']"
0_r1,Sr. System Administrator,44.66,['Java'],"['Linux', 'R']"
0_r1,Evidence Lab – Alternative Data Analyst,44.65,['Python'],"['SQL', 'Excel', 'R']"
0_r1,Java Developer,44.63,['Java'],['R']
0_r1,PHP Developer,44.63,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,Node js developer,44.63,"['Python', 'Java']","['SQL', 'AWS', 'Linux', 'Git', 'MongoDB', 'MySQL', 'R']"
0_r1,Sales Executive Fiber,44.6,[],['R']
0_r1,Django Developer,44.59,"['Python', 'Java']","['SQL', 'Git', 'Django', 'MySQL', 'R']"
0_r1,DevOps Engineer,44.58,['Java'],"['Docker', 'Linux', 'Git', 'R']"
0_r1,Java Developer,44.58,['Java'],"['Git', 'R']"
0_r1,Node js developer,44.56,['Java'],['R']
0_r1,"Senior Analyst, Marketing Data Operations",44.55,"['Python', 'Spark']","['SQL', 'AWS', 'Git', 'R']"
0_r1,PHP Developer,44.54,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,"Data Analyst 1, SRS",44.52,['Python'],"['SQL', 'AWS', 'Linux', 'Git', 'R']"
0_r1,Data Reporting Analyst,44.5,[],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Database Administrator,44.5,[],"['SQL', 'Linux', 'Tableau', 'R']"
0_r1,Django Developer,44.5,"['Python', 'Java', 'C++']","['Flask', 'Django', 'R']"
0_r1,DevOps Engineer,44.48,[],"['AWS', 'R']"
0_r1,PHP Developer,44.44,['Java'],"['SQL', 'Linux', 'Git', 'MySQL', 'R']"
0_r1,PHP Developer,44.42,[],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,PHP Developer,44.42,['Java'],"['SQL', 'Git', 'Excel', 'MySQL', 'R']"
0_r1,Data Management Analyst for Netsmart,44.42,[],['R']
0_r1,Java Developer,44.41,['Java'],"['Kubernetes', 'Git', 'Excel', 'R']"
0_r1,Machine Learning,44.4,"['Python', 'Java', 'C++', 'Machine Learning', 'Hadoop', 'Spark']","['SQL', 'AWS', 'Docker', 'Git', 'Excel', 'R']"
0_r1,Machine Learning,44.4,"['Python', 'Machine Learning']","['Deep Learning', 'TensorFlow', 'PyTorch', 'Excel', 'NLP', 'R']"
0_r1,Business Data Analyst II,44.38,['Python'],"['SQL', 'AWS', 'Power BI', 'Tableau', 'R']"
0_r1,JavaScript Developer,44.35,['Java'],"['Excel', 'R']"
0_r1,Data Analyst - Marketing & Analytics,44.31,['Python'],"['SQL', 'Git', 'R']"
0_r1,Django Developer,44.29,['Python'],"['SQL', 'AWS', 'Git', 'Excel', 'Flask', 'Django', 'MySQL', 'R']"
0_r1,Backend Developer,44.26,[],"['SQL', 'AWS', 'MySQL', 'R']"
0_r1,Network Administrator,44.26,[],['R']
0_r1,PHP Developer,44.24,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,Backend Developer,44.23,['Java'],"['SQL', 'Kubernetes', 'R']"
0_r1,Data Analyst,44.22,"['Python', 'Machine Learning']","['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,PHP Developer,44.17,['Java'],"['SQL', 'AWS', 'Git', 'MySQL', 'R']"
0_r1,Node js developer,44.17,[],"['AWS', 'Docker', 'Git', 'Excel', 'R']"
0_r1,Donor Data Analyst- Remote Opportunity,44.15,[],"['SQL', 'AWS', 'Excel', 'Tableau', 'R']"
0_r1,Backend Developer,44.15,"['Python', 'Java']","['AWS', 'Excel', 'Django', 'R']"
0_r1,Full Stack Developer,44.14,['Python'],"['SQL', 'AWS', 'MySQL', 'R']"
0_r1,Backend Developer,44.14,['Python'],"['Django', 'R']"
0_r1,Data Analyst – Junior,44.13,[],['R']
0_r1,Threat Intelligence Analyst,44.12,['Python'],"['Excel', 'R']"
0_r1,PHP Developer,44.1,[],"['SQL', 'MySQL', 'R']"
0_r1,Associate Business Intelligence Analyst,44.07,[],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Node js developer,44.06,['Java'],"['SQL', 'AWS', 'Docker', 'Git', 'Excel', 'MongoDB', 'R']"
0_r1,Data Analyst,44.03,['Python'],"['SQL', 'Git', 'Excel', 'R']"
0_r1,Senior Data Analyst,44.03,['Python'],"['SQL', 'AWS', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Data Analyst III,44.03,['Python'],"['SQL', 'Power BI', 'Tableau', 'R']"
0_r1,Data and Information Technology Analyst,44.03,[],"['Excel', 'R']"
0_r1,DevOps Engineer,44.03,"['Python', 'Java']","['SQL', 'AWS', 'Linux', 'Git', 'R']"
0_r1,Network Administrator,44.02,[],"['Linux', 'R']"
0_r1,DevOps Engineer,44.02,"['Python', 'Hadoop']","['SQL', 'AWS', 'Linux', 'MySQL', 'R']"
0_r1,Node js developer,44.02,['Java'],"['Linux', 'Git', 'Excel', 'R']"
0_r1,Backend Developer,44.02,"['Python', 'Java']","['SQL', 'AWS', 'Excel', 'MongoDB', 'MySQL', 'R']"
0_r1,Node js developer,44.01,['Java'],"['SQL', 'Git', 'MongoDB', 'MySQL', 'R']"
0_r1,"Senior Director, Digital Marketing - Remote",44.01,[],"['AWS', 'Git', 'Excel', 'R']"
0_r1,Software Engineer,43.99,"['Python', 'Java']","['Excel', 'R']"
0_r1,DevOps Engineer,43.98,"['Python', 'Java']","['AWS', 'Docker', 'Kubernetes', 'Linux', 'Git', 'R']"
0_r1,JavaScript Developer,43.96,['Java'],['R']
0_r1,"Data Analyst, GBM - MPIE",43.95,['Python'],"['SQL', 'AWS', 'Git', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Database Administrator,43.95,[],"['SQL', 'R']"
0_r1,Backend Developer,43.95,['Java'],"['SQL', 'MongoDB', 'MySQL', 'R']"
0_r1,Network Administrator,43.91,[],"['Linux', 'R']"
0_r1,Wordpress Developer,43.91,['Java'],"['SQL', 'AWS', 'Linux', 'Git', 'MySQL', 'R']"
0_r1,Machine Learning,43.9,"['Python', 'Machine Learning', 'Hadoop', 'Spark']","['SQL', 'Deep Learning', 'TensorFlow', 'PyTorch', 'AWS', 'Docker', 'Kubernetes', 'Git', 'Excel', 'NLP', 'R']"
0_r1,Java Developer,43.9,[],"['Kubernetes', 'R']"
0_r1,Web Developer,43.89,['Java'],"['SQL', 'Git', 'MongoDB', 'MySQL', 'R']"
0_r1,Internal Audit Data Analyst,43.88,['Python'],"['SQL', 'AWS', 'Excel', 'Tableau', 'R']"
0_r1,Senior Business Analyst,43.88,['Python'],"['SQL', 'Git', 'ETL', 'R']"
0_r1,Java Developer,43.88,['Java'],"['SQL', 'AWS', 'Docker', 'Kubernetes', 'Git', 'MySQL', 'R']"
0_r1,Wordpress Developer,43.86,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,PHP Developer,43.84,[],"['SQL', 'Excel', 'MySQL', 'R']"
0_r1,Database Administrator,43.82,['Hadoop'],"['SQL', 'Tableau', 'ETL', 'R']"
0_r1,PHP Developer,43.81,['Java'],"['SQL', 'Git', 'R']"
0_r1,Database Administrator,43.81,[],"['SQL', 'R']"
0_r1,Sr. Performance Analyst,43.8,['Python'],"['SQL', 'Excel', 'Tableau', 'R']"
0_r1,Full Stack Developer,43.76,['Java'],"['SQL', 'Git', 'MongoDB', 'MySQL', 'R']"
0_r1,Network Administrator,43.75,[],['R']
0_r1,Backend Developer,43.74,[],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,Backend Developer,43.72,['Java'],"['Excel', 'R']"
0_r1,Business Analyst,43.71,[],['R']
0_r1,Node js developer,43.71,[],"['SQL', 'MongoDB', 'MySQL', 'R']"
0_r1,DevOps Engineer,43.71,['Python'],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'R']"
0_r1,PHP Developer,43.68,['Java'],"['SQL', 'AWS', 'Linux', 'Git', 'Excel', 'MySQL', 'R']"
0_r1,Database Administrator,43.67,[],"['SQL', 'R']"
0_r1,Network Administrator,43.67,['Java'],"['SQL', 'Excel', 'R']"
0_r1,Backend Developer,43.66,[],['R']
0_r1,PHP Developer,43.65,[],"['SQL', 'Excel', 'MongoDB', 'MySQL', 'R']"
0_r1,Django Developer,43.64,['Python'],"['Django', 'R']"
0_r1,JavaScript Developer,43.64,['Java'],['R']
0_r1,Machine Learning,43.64,"['Java', 'Machine Learning']","['SQL', 'Linux', 'Git', 'Excel', 'NLP', 'MySQL', 'R']"
0_r1,Django Developer,43.63,['Python'],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'Git', 'Flask', 'Django', 'R']"
0_r1,Backend Developer,43.62,[],"['SQL', 'Excel', 'R']"
0_r1,JavaScript Developer,43.61,['Java'],"['SQL', 'AWS', 'Excel', 'MySQL', 'R']"
0_r1,Associate Data Analyst,43.57,['Python'],"['SQL', 'Excel', 'R']"
0_r1,Data Analyst,43.56,['Machine Learning'],['R']
0_r1,DevOps Engineer,43.56,"['Python', 'Java']","['AWS', 'Kubernetes', 'Linux', 'Git', 'R']"
0_r1,Remote E-Commerce Technical Analyst,43.56,[],"['Excel', 'R']"
0_r1,Full-Cycle Recruiter (Remote),43.55,[],['R']
0_r1,Network Administrator,43.53,[],['R']
0_r1,Backend Developer,43.52,['C++'],['R']
0_r1,Java Developer,43.49,"['Java', 'Machine Learning']","['SQL', 'Git', 'R']"
0_r1,Database Administrator,43.49,[],"['SQL', 'R']"
0_r1,Data Analyst,43.48,['Python'],"['SQL', 'Excel', 'Tableau', 'R']"
0_r1,Database Administrator,43.48,['Python'],"['SQL', 'Linux', 'Excel', 'MySQL', 'R']"
0_r1,Software Engineer,43.46,"['Java', 'C++']",['R']
0_r1,JavaScript Developer,43.44,['Java'],"['AWS', 'Excel', 'MongoDB', 'R']"
0_r1,Software Engineer,43.44,"['Python', 'Machine Learning', 'Spark']","['Deep Learning', 'TensorFlow', 'PyTorch', 'R']"
0_r1,Machine Learning,43.42,"['Python', 'C++', 'Machine Learning']","['SQL', 'R']"
0_r1,Node js developer,43.41,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,Database Administrator,43.41,[],"['SQL', 'Linux', 'Excel', 'MongoDB', 'R']"
0_r1,Full Stack Developer,43.38,"['Python', 'Java']","['SQL', 'Git', 'MySQL', 'R']"
0_r1,PHP Developer,43.37,['Java'],"['SQL', 'AWS', 'R']"
0_r1,Database Administrator,43.37,[],"['SQL', 'R']"
0_r1,Data Analyst II,43.36,[],"['SQL', 'AWS', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,iOS Developer,43.36,[],"['Git', 'R']"
0_r1,Django Developer,43.36,['Python'],"['SQL', 'Excel', 'Django', 'R']"
0_r1,Customer Service Representative L2 (Work-At-Home),43.36,[],"['Excel', 'R']"
0_r1,Backend Developer,43.34,"['Python', 'Java']","['Excel', 'R']"
0_r1,Java Developer,43.34,['Java'],"['SQL', 'Docker', 'Git', 'R']"
0_r1,Django Developer,43.33,"['Python', 'Java']","['Flask', 'Django', 'R']"
0_r1,Django Developer,43.29,[],"['SQL', 'AWS', 'Flask', 'Django', 'MongoDB', 'MySQL', 'R']"
0_r1,JavaScript Developer,43.24,['Java'],"['Git', 'R']"
0_r1,iOS Developer,43.24,['Java'],"['Git', 'Excel', 'R']"
0_r1,Wordpress Developer,43.23,['Java'],"['SQL', 'Git', 'Excel', 'MongoDB', 'MySQL', 'R']"
0_r1,Data Analyst,43.22,[],['R']
0_r1,PHP Developer,43.2,['Java'],"['SQL', 'Git', 'MySQL', 'R']"
0_r1,Sr. Manager E-Commerce Operations (Monsey),43.2,[],"['Git', 'Excel', 'R']"
0_r1,Contracting Project Management Intern,43.2,[],['R']
0_r1,Database Administrator,43.17,[],"['SQL', 'Excel', 'R']"
0_r1,DevOps Engineer,43.15,['Python'],"['AWS', 'Linux', 'Git', 'R']"
0_r1,Business & Data Analyst,43.11,['Python'],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,PHP Developer,43.11,['Java'],"['SQL', 'Git', 'Excel', 'MySQL', 'R']"
0_r1,PHP Developer,43.1,['Java'],"['Excel', 'R']"
0_r1,Wordpress Developer,43.08,['Java'],"['SQL', 'MySQL', 'R']"
0_r1,Technical Support Representative - Work from Home!,43.07,[],"['Excel', 'R']"
0_r1,Network Administrator,43.06,[],['R']
0_r1,Node js developer,43.06,[],"['Git', 'R']"
0_r1,Software Engineer,43.06,"['Python', 'Java']","['SQL', 'Git', 'Excel', 'Flask', 'MongoDB', 'MySQL', 'R']"
0_r1,DevOps Engineer,43.05,"['Python', 'Java']","['AWS', 'Linux', 'Git', 'Excel', 'R']"
0_r1,Sales & Marketing Data Analyst,43.04,[],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Network Administrator,43.04,[],"['Excel', 'R']"
0_r1,"Sr. Product Marketing Manager - Growth, Music Industry",43.03,[],"['Git', 'R']"
0_r1,Network Administrator,43.01,[],['R']
0_r1,iOS Developer,43.0,[],"['Git', 'R']"
0_r1,Data Analyst,42.99,[],"['SQL', 'Git', 'Power BI', 'Excel', 'R']"
0_r1,Network Administrator,42.99,[],"['AWS', 'R']"
0_r1,PHP Developer,42.98,['Java'],['R']
0_r1,Wordpress Developer,42.97,['Java'],"['Git', 'Excel', 'R']"
0_r1,Data Analyst,42.96,['Python'],"['SQL', 'Excel', 'R']"
0_r1,Enterprise Sales Executive,42.95,[],['R']
0_r1,Data Reporting Analyst,42.94,[],"['SQL', 'Power BI', 'Excel', 'R']"
0_r1,Property and Casualty ETL (informatica) Analyst,42.92,[],"['SQL', 'ETL', 'R']"
0_r1,Backend Developer,42.92,['Java'],"['SQL', 'R']"
0_r1,DevOps Engineer,42.91,[],"['AWS', 'Docker', 'Linux', 'R']"
0_r1,Machine Learning,42.9,['Machine Learning'],['R']
0_r1,Wordpress Developer,42.87,['Java'],"['Git', 'R']"
0_r1,Full Stack Developer,42.82,[],"['SQL', 'Power BI', 'Excel', 'R']"
0_r1,Sr Data Analyst,42.8,[],"['Excel', 'R']"
0_r1,Marketing Analytics Manager,42.8,[],"['Git', 'R']"
0_r1,Business Development Executive,42.78,[],['R']
0_r1,Contractor - Food Systems Data and Intelligence Analyst,42.77,['Python'],"['SQL', 'Tableau', 'R']"
0_r1,Full Stack Developer,42.77,[],"['Git', 'R']"
0_r1,Database Administrator,42.77,[],"['SQL', 'Excel', 'R']"
0_r1,Machine Learning,42.76,"['Python', 'Machine Learning']","['TensorFlow', 'R']"
0_r1,Backend Developer,42.72,[],"['SQL', 'MySQL', 'R']"
0_r1,JavaScript Developer,42.71,['Java'],"['SQL', 'AWS', 'Linux', 'Git', 'Excel', 'R']"
0_r1,Machine Learning,42.71,"['Python', 'Machine Learning']","['SQL', 'Excel', 'NLP', 'R']"
0_r1,Data Analyst 1713,42.68,['Python'],"['SQL', 'Excel', 'Tableau', 'R']"
0_r1,iOS Developer,42.68,[],"['Git', 'R']"
0_r1,Senior Data Analyst,42.67,['Python'],"['SQL', 'Git', 'R']"
0_r1,JavaScript Developer,42.67,"['Java', 'Machine Learning']","['AWS', 'Git', 'R']"
0_r1,E-Commerce Account Manager,42.67,[],"['Excel', 'R']"
0_r1,PHP Developer,42.66,"['Python', 'Java']","['SQL', 'MySQL', 'R']"
